
Search: Running Trial #1

default configuration

<class 'pandas.core.frame.DataFrame'>
DatetimeIndex: 4335 entries, 2017-08-17 00:00:00+00:00 to 2023-07-24 12:00:00+00:00
Data columns (total 9 columns):
 #   Column      Non-Null Count  Dtype  
---  ------      --------------  -----  
 0   open        4335 non-null   float64
 1   high        4335 non-null   float64
 2   low         4335 non-null   float64
 3   close       4335 non-null   float64
 4   volume      4335 non-null   float64
 5   amount      4335 non-null   float64
 6   num_trades  4335 non-null   int64  
 7   bid_volume  4335 non-null   float64
 8   bid_amount  4335 non-null   float64
dtypes: float64(8), int64(1)
memory usage: 338.7 KB
从json中读出Data.info:None
        log_return  Roll_price_sma  ...  horizon_price         close
count  4315.000000     4315.000000  ...    4314.000000   4315.000000
mean      0.000441    20062.255222  ...   20122.295285  20118.633889
std       0.027818    16039.874230  ...   16077.162832  16077.098476
min      -0.268357     3359.310486  ...    2919.000000   2919.000000
25%      -0.009736     7609.090466  ...    7691.585083   7690.540039
50%       0.000642    11554.824463  ...   11724.320312  11715.610352
75%       0.011655    29873.081836  ...   29925.802734  29923.605469
max       0.237092    64595.437500  ...   67594.976562  67594.976562

[8 rows x 8 columns]
                           log_return  ...        close
2017-08-27 08:00:00+08:00   -0.003249  ...  4323.370117
2017-08-27 20:00:00+08:00   -0.003095  ...  4310.009766

[2 rows x 8 columns]
                           log_return  ...         close
2023-07-24 08:00:00+08:00   -0.027422  ...  29269.990234
2023-07-24 20:00:00+08:00   -0.005706  ...  29103.449219

[2 rows x 8 columns]
2023-07-27 22:02:58.706439: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX AVX2
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2023-07-27 22:02:59.106973: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 5454 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3070, pci bus id: 0000:01:00.0, compute capability: 8.6
2023-07-27 22:03:26.895577: I tensorflow/stream_executor/cuda/cuda_dnn.cc:369] Loaded cuDNN version 8201
2023-07-27 22:03:28.265608: I tensorflow/stream_executor/cuda/cuda_blas.cc:1760] TensorFloat-32 will be used for the matrix multiplication. This will only be logged once.
2023-02207023-07-27-2273-  22:200273:-27 22:03:28.292140: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX AVX2
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
03:28.292138: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX AVX2
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2023-07-27 22:03:28.292697: I tensorflow/core/platform/cpu_feature_guard.cc:142] This Tenso2:023-072rFl-2o7 w22: bina0r3y is :282o02pt3-0i7-27 22:03:288..292780: I te2mized92138: I tensorflo.w/co with on292eA7nPrI e/3D6: I tepnesep Neural Network Library (oneDNN) to use the foll2o023-07-27 22:03:28.292936: I tenssorflow/coreolatform/cpu/orwfpla_ing Ctfrform/cpuflPlow/o_wfeUatureeac/ctuore_goua _re/instrugctpirrd.cc:142] uoanTrd.ccls :i1hain42]e sTt f2hor/i mplatTes0 npsforFo2lTo/w binar3erm/cpu_featensorFlow binary is optimy- 0ucprii7z-eudfrorm 27 22s o_:03:28feature_guard.cc:1waep_tgn.ith 294co32] uTard.imized with oneAPI Deep Neural Net205:ew In echc-otrkAPI D is: Tee1Librarycensornsorfl (ow/core/plaeo4Flow 2p Neuritbfinary iormr] This Tsn optimized with onetical operations:  AVX AVX2
To API Deepal  NNeetwork eeDNN) to use tL/ucrapl Nhe fenable them in otnesuitoollowing CPU instructions in perforr_bfFlmraerature_guardwoyance-co.rckherr io (pweoneDt icrNal operatioLibrn s:baaNi)nrac t:r y t1y iiosnAVX o A  opt(ou4V2X]nsee DNth2
TNe) fi  Ttosmhiis TensorFlow bized,  nwao eirth oneAPI Deep Neural Network Library (oneDNu rebuilsoNe lnable thed )ym  in other operatiiTes  opntoinlowtmizedihnstg oroFl ou weiths followCP oneAPew  iws,I nigthe following CPDth th e appropriate compUre U iinsbinu itlstreerructionCuep Nes inP ural Network Library (oneDNN) to use the followi fplags.
cltid ng CPU ionestTnensorrucUs instFtlo rriinwucon tions in performance-critical operations:  AVX AVX2
To enable them in other operations, rebuil spe fin odrmrpfoe rformanaTcnceree-cma-ncrncsorFlow with the appropriate compilrwith etrheit f-ical operaticriltaons:  AVX AVX2ie aticalppg osp.

ropical oeTrriate compiler flaoagps eretn.a
ablitions:o  AVX AVnsX2
To enable t: eh  eAm tVhiXe AmVX2
Tn ot o enable theher m in other operations, rebuild TensorFlow with the appropriate compiler flags.
operations, rebuild TensorFlow with the appropriate compiler flags.
in other operations, rebuild TensorFlow with the appropriate compiler flags.
2023-07-27 22:03:29.662850: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 5454 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3070, pci bus id: 0000:01:00.0, compute capability: 8.6
2023-07-27 22:03:29.844133: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 5454 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3070, pci bus id: 0000:01:00.0, compute capability: 8.6
2023-07-27 22:03:29.896026: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 5454 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3070, pci bus id: 0000:01:00.0, compute capability: 8.6
2023-07-27 22:03:29.928975: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 5454 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3070, pci bus id: 0000:01:00.0, compute capability: 8.6
2023-07-27 22:03:29.942243: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 5454 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3070, pci bus id: 0000:01:00.0, compute capability: 8.6
2023-07-27 22:03:29.944766: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 5454 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3070, pci bus id: 0000:01:00.0, compute capability: 8.6
2023-07-27 22:03:29.950980: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 5454 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3070, pci bus id: 0000:01:00.0, compute capability: 8.6
2023-07-27 22:03:29.982311: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 5454 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3070, pci bus id: 0000:01:00.0, compute capability: 8.6
2023-07-27 22:03:30.697163: I tensorflow/compiler/mlir/mlir_graph_optimization_pass.cc:185] None of the MLIR Optimization Passes are enabled (registered 2)
update:  5/2000, 耗时:0.00分/0.15分 | step:    40 | performance: 1.0 | accuracy: 0.20 | loss: 13.94
update: 10/2000, 耗时:0.00分/0.16分 | step:    80 | performance: 1.4 | accuracy: 0.50 | loss: 4.49
update: 15/2000, 耗时:0.00分/0.16分 | step:   120 | performance: 1.3 | accuracy: 0.47 | loss: 0.48
update: 20/2000, 耗时:0.00分/0.17分 | step:   160 | performance: 1.2 | accuracy: 0.40 | loss: 1.57
update: 25/2000, 耗时:0.00分/0.18分 | step:   200 | performance: 1.0 | accuracy: 0.36 | loss: 0.38
update: 30/2000, 耗时:0.00分/0.19分 | step:   240 | performance: 1.0 | accuracy: 0.40 | loss: 0.36
update: 35/2000, 耗时:0.00分/0.19分 | step:   280 | performance: 0.9 | accuracy: 0.37 | loss: 0.63
update: 40/2000, 耗时:0.00分/0.20分 | step:   320 | performance: 1.0 | accuracy: 0.38 | loss: 0.43
update: 45/2000, 耗时:0.00分/0.21分 | step:   360 | performance: 0.9 | accuracy: 0.36 | loss: 0.37
update: 50/2000, 耗时:0.00分/0.22分 | step:   400 | performance: 1.0 | accuracy: 0.38 | loss: 0.55
update: 55/2000, 耗时:0.00分/0.22分 | step:   440 | performance: 0.9 | accuracy: 0.38 | loss: 0.25
update: 60/2000, 耗时:0.00分/0.23分 | step:   480 | performance: 1.0 | accuracy: 0.40 | loss: 1.92
update: 65/2000, 耗时:0.00分/0.24分 | step:   520 | performance: 0.9 | accuracy: 0.38 | loss: 1.00
update: 70/2000, 耗时:0.00分/0.25分 | step:   560 | performance: 0.8 | accuracy: 0.37 | loss: 0.79
update: 75/2000, 耗时:0.00分/0.25分 | step:   600 | performance: 0.7 | accuracy: 0.36 | loss: 0.76
update: 80/2000, 耗时:0.00分/0.26分 | step:   640 | performance: 0.7 | accuracy: 0.35 | loss: 0.43
update: 85/2000, 耗时:0.00分/0.27分 | step:   680 | performance: 0.6 | accuracy: 0.34 | loss: 0.32
update: 90/2000, 耗时:0.00分/0.28分 | step:   720 | performance: 0.5 | accuracy: 0.32 | loss: 0.82
update: 95/2000, 耗时:0.00分/0.28分 | step:   760 | performance: 0.5 | accuracy: 0.31 | loss: 0.49
update:100/2000, 耗时:0.00分/0.29分 | step:   800 | performance: 0.6 | accuracy: 0.31 | loss: 0.50
update:105/2000, 耗时:0.00分/0.30分 | step:   840 | performance: 0.5 | accuracy: 0.30 | loss: 0.41
update:110/2000, 耗时:0.00分/0.31分 | step:   880 | performance: 0.5 | accuracy: 0.29 | loss: 0.27
update:115/2000, 耗时:0.00分/0.31分 | step:   920 | performance: 0.5 | accuracy: 0.30 | loss: 0.23
update:120/2000, 耗时:0.00分/0.32分 | step:   960 | performance: 0.5 | accuracy: 0.32 | loss: 0.58
update:125/2000, 耗时:0.00分/0.33分 | step:  1000 | performance: 0.5 | accuracy: 0.33 | loss: 0.12
update:130/2000, 耗时:0.00分/0.33分 | step:  1040 | performance: 0.5 | accuracy: 0.34 | loss: 0.45
update:135/2000, 耗时:0.00分/0.34分 | step:  1080 | performance: 0.6 | accuracy: 0.35 | loss: 0.27
update:140/2000, 耗时:0.00分/0.35分 | step:  1120 | performance: 0.6 | accuracy: 0.34 | loss: 0.51
update:145/2000, 耗时:0.00分/0.36分 | step:  1160 | performance: 0.6 | accuracy: 0.34 | loss: 0.47
update:150/2000, 耗时:0.00分/0.36分 | step:  1200 | performance: 0.6 | accuracy: 0.35 | loss: 0.33
update:155/2000, 耗时:0.00分/0.37分 | step:  1240 | performance: 0.6 | accuracy: 0.34 | loss: 0.40
update:160/2000, 耗时:0.00分/0.38分 | step:  1280 | performance: 0.6 | accuracy: 0.34 | loss: 0.22
update:165/2000, 耗时:0.00分/0.38分 | step:  1320 | performance: 0.6 | accuracy: 0.33 | loss: 0.50
update:170/2000, 耗时:0.00分/0.39分 | step:  1360 | performance: 0.6 | accuracy: 0.34 | loss: 0.28
update:175/2000, 耗时:0.00分/0.40分 | step:  1400 | performance: 0.6 | accuracy: 0.34 | loss: 0.42
update:180/2000, 耗时:0.00分/0.41分 | step:  1440 | performance: 0.7 | accuracy: 0.34 | loss: 0.70
update:185/2000, 耗时:0.00分/0.41分 | step:  1480 | performance: 0.8 | accuracy: 0.35 | loss: 0.56
update:190/2000, 耗时:0.00分/0.42分 | step:  1520 | performance: 0.8 | accuracy: 0.35 | loss: 0.64
update:195/2000, 耗时:0.00分/0.43分 | step:  1560 | performance: 0.8 | accuracy: 0.35 | loss: 0.66
update:200/2000, 耗时:0.00分/0.44分 | step:  1600 | performance: 0.8 | accuracy: 0.35 | loss: 0.42
update:205/2000, 耗时:0.00分/0.44分 | step:  1640 | performance: 0.9 | accuracy: 0.36 | loss: 0.94
update:210/2000, 耗时:0.00分/0.45分 | step:  1680 | performance: 1.0 | accuracy: 0.37 | loss: 0.43
update:215/2000, 耗时:0.00分/0.46分 | step:  1720 | performance: 1.1 | accuracy: 0.38 | loss: 0.36
update:220/2000, 耗时:0.00分/0.47分 | step:  1760 | performance: 1.1 | accuracy: 0.37 | loss: 0.39
update:225/2000, 耗时:0.00分/0.47分 | step:  1800 | performance: 1.0 | accuracy: 0.37 | loss: 0.57
update:230/2000, 耗时:0.00分/0.48分 | step:  1840 | performance: 0.9 | accuracy: 0.37 | loss: 0.63
update:235/2000, 耗时:0.00分/0.49分 | step:  1880 | performance: 0.9 | accuracy: 0.37 | loss: 0.43
update:240/2000, 耗时:0.00分/0.49分 | step:  1920 | performance: 0.9 | accuracy: 0.38 | loss: 0.44
update:245/2000, 耗时:0.00分/0.50分 | step:  1960 | performance: 1.0 | accuracy: 0.38 | loss: 0.47
update:250/2000, 耗时:0.00分/0.51分 | step:  2000 | performance: 1.0 | accuracy: 0.38 | loss: 0.50
update:255/2000, 耗时:0.00分/0.52分 | step:  2040 | performance: 1.0 | accuracy: 0.38 | loss: 0.50
update:260/2000, 耗时:0.00分/0.52分 | step:  2080 | performance: 1.0 | accuracy: 0.38 | loss: 0.37
update:265/2000, 耗时:0.00分/0.53分 | step:  2120 | performance: 1.0 | accuracy: 0.38 | loss: 0.35
update:270/2000, 耗时:0.00分/0.54分 | step:  2160 | performance: 1.0 | accuracy: 0.38 | loss: 0.35
update:275/2000, 耗时:0.00分/0.55分 | step:  2200 | performance: 1.0 | accuracy: 0.39 | loss: 0.38
update:280/2000, 耗时:0.00分/0.55分 | step:  2240 | performance: 1.1 | accuracy: 0.38 | loss: 0.29
update:285/2000, 耗时:0.00分/0.56分 | step:  2280 | performance: 1.1 | accuracy: 0.38 | loss: 0.22
update:290/2000, 耗时:0.00分/0.57分 | step:  2320 | performance: 1.0 | accuracy: 0.37 | loss: 0.30
update:295/2000, 耗时:0.00分/0.58分 | step:  2360 | performance: 1.0 | accuracy: 0.37 | loss: 0.25
update:300/2000, 耗时:0.00分/0.58分 | step:  2400 | performance: 0.9 | accuracy: 0.36 | loss: 0.15
update:305/2000, 耗时:0.00分/0.59分 | step:  2440 | performance: 0.9 | accuracy: 0.36 | loss: 0.27
update:310/2000, 耗时:0.00分/0.60分 | step:  2480 | performance: 1.0 | accuracy: 0.36 | loss: 0.42
update:315/2000, 耗时:0.00分/0.60分 | step:  2520 | performance: 0.9 | accuracy: 0.36 | loss: 0.49
update:320/2000, 耗时:0.00分/0.61分 | step:  2560 | performance: 0.9 | accuracy: 0.36 | loss: 0.08
update:325/2000, 耗时:0.00分/0.62分 | step:  2600 | performance: 1.0 | accuracy: 0.36 | loss: 0.29
update:330/2000, 耗时:0.00分/0.63分 | step:  2640 | performance: 0.9 | accuracy: 0.35 | loss: 0.27
