<class 'pandas.core.frame.DataFrame'>
DatetimeIndex: 4029 entries, 2017-08-17 00:00:00+00:00 to 2023-02-21 12:00:00+00:00
Data columns (total 9 columns):
 #   Column      Non-Null Count  Dtype  
---  ------      --------------  -----  
 0   open        4029 non-null   float64
 1   high        4029 non-null   float64
 2   low         4029 non-null   float64
 3   close       4029 non-null   float64
 4   volume      4029 non-null   float64
 5   amount      4029 non-null   float64
 6   num_trades  4029 non-null   int64  
 7   bid_volume  4029 non-null   float64
 8   bid_amount  4029 non-null   float64
dtypes: float64(8), int64(1)
memory usage: 314.8 KB
从json中读出Data.info:None
        log_return  Roll_price_sma  ...  horizon_price         close
count  3995.000000     3995.000000  ...    3990.000000   3995.000000
mean      0.000427    19556.248858  ...   19622.229355  19603.051349
std       0.028524    16498.921043  ...   16534.439093  16532.968231
min      -0.268357     3359.310486  ...    2919.000000   2919.000000
25%      -0.009990     7388.269788  ...    7423.967529   7418.889893
50%       0.000792    10751.301465  ...   10920.140137  10915.540039
75%       0.012169    30390.989404  ...   30407.414551  30381.629883
max       0.237092    64595.437500  ...   67594.976562  67594.976562

[8 rows x 18 columns]
                           log_return  ...        close
2017-09-03 08:00:00+08:00    0.003094  ...  4486.000000
2017-09-03 20:00:00+08:00    0.005132  ...  4509.080078

[2 rows x 18 columns]
                           log_return  ...         close
2023-02-21 08:00:00+08:00   -0.010902  ...  24572.830078
2023-02-21 20:00:00+08:00    0.002348  ...  24630.599609

[2 rows x 18 columns]
2023-06-04 21:16:39.304694: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX AVX2
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2023-06-04 21:16:40.528840: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 5454 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3070, pci bus id: 0000:01:00.0, compute capability: 8.6
2023-06-04 21:16:41.401594: I tensorflow/compiler/mlir/mlir_graph_optimization_pass.cc:185] None of the MLIR Optimization Passes are enabled (registered 2)
2023-06-04 21:16:46.485957: I tensorflow/stream_executor/cuda/cuda_dnn.cc:369] Loaded cuDNN version 8201
2023-06-04 21:16:48.840025: I tensorflow/stream_executor/cuda/cuda_blas.cc:1760] TensorFloat-32 will be used for the matrix multiplication. This will only be logged once.
step_num: 1000 | loss: 1.6861 | profit rate:    3.2 | accuracy: 0.34
step_num: 1200 | loss: 0.3310 | profit rate:    1.3 | accuracy: 0.34
step_num: 1400 | loss: 0.2397 | profit rate:    1.1 | accuracy: 0.33
step_num: 1600 | loss: 0.2150 | profit rate:    1.0 | accuracy: 0.33
step_num: 1800 | loss: 0.2027 | profit rate:    1.1 | accuracy: 0.34
step_num: 2000 | loss: 0.1960 | profit rate:    2.2 | accuracy: 0.34
step_num: 2200 | loss: 0.2081 | profit rate:    5.5 | accuracy: 0.34
step_num: 2400 | loss: 0.2246 | profit rate:    7.7 | accuracy: 0.34
step_num: 2600 | loss: 0.2284 | profit rate:   14.4 | accuracy: 0.35
step_num: 2800 | loss: 0.2577 | profit rate:    6.8 | accuracy: 0.35
step_num: 3000 | loss: 0.2535 | profit rate:    8.8 | accuracy: 0.34
step_num: 3200 | loss: 0.2613 | profit rate:   11.6 | accuracy: 0.34
step_num: 3400 | loss: 0.2641 | profit rate:   25.6 | accuracy: 0.34
step_num: 3600 | loss: 0.2627 | profit rate:   32.1 | accuracy: 0.34
episode:   1/200,耗时:1.01分/1.01分,训练集: | step: 3608 | average_treward:   38.4 | max_treward: 38.3667 | average profit rate: 32.244
model saved @ step:3608,performance:32.244,accuracy:0.34
step_num: 3800 | loss: 0.2578 | profit rate:    6.6 | accuracy: 0.40
step_num: 4000 | loss: 0.2642 | profit rate:   81.8 | accuracy: 0.46
step_num: 4200 | loss: 0.2766 | profit rate: 1304.5 | accuracy: 0.49
step_num: 4400 | loss: 0.2603 | profit rate: 7247.8 | accuracy: 0.49
step_num: 4600 | loss: 0.2679 | profit rate: 1179069.8 | accuracy: 0.50
step_num: 4800 | loss: 0.2581 | profit rate: 32126930.4 | accuracy: 0.50
step_num: 5000 | loss: 0.2691 | profit rate: 1017759239.3 | accuracy: 0.51
step_num: 5200 | loss: 0.2694 | profit rate: 98273913706.0 | accuracy: 0.51
step_num: 5400 | loss: 0.2586 | profit rate: 702066280958.5 | accuracy: 0.50
step_num: 5600 | loss: 0.2359 | profit rate: 10062223565030.0 | accuracy: 0.51
step_num: 5800 | loss: 0.2464 | profit rate: 7023514878738102.0 | accuracy: 0.51
step_num: 6000 | loss: 0.2366 | profit rate: 734412490237437312.0 | accuracy: 0.51
step_num: 6200 | loss: 0.2441 | profit rate: 67463794572062466048.0 | accuracy: 0.51
step_num: 6400 | loss: 0.2533 | profit rate: 1790816879105215561728.0 | accuracy: 0.50
step_num: 6600 | loss: 0.2337 | profit rate: 30893972722321702518784.0 | accuracy: 0.50
step_num: 6800 | loss: 0.2291 | profit rate: 3350517404559216151101440.0 | accuracy: 0.50
step_num: 7000 | loss: 0.2200 | profit rate: 31950831852612653882015744.0 | accuracy: 0.49
step_num: 7200 | loss: 0.2116 | profit rate: 1033320478256881755641348096.0 | accuracy: 0.49
model saved @ step:7216,performance:1408206346910825541644845056.000,accuracy:0.50
step_num: 7400 | loss: 0.2391 | profit rate:  149.9 | accuracy: 0.68
step_num: 7600 | loss: 0.2301 | profit rate: 22431.7 | accuracy: 0.66
step_num: 7800 | loss: 0.2023 | profit rate: 2045230.9 | accuracy: 0.65
